indicator_data_id,geo_type_name,geo_entity_id,geo_entity_name
131439,UHF42,401,Long Island City - Astoria
131392,UHF42,402,West Queens
131440,UHF42,402,West Queens
131393,UHF42,403,Flushing - Clearview
131441,UHF42,403,Flushing - Clearview
131394,UHF42,404,Bayside - Little Neck
131442,UHF42,404,Bayside - Little Neck
131395,UHF42,405,Ridgewood - Forest Hills
131443,UHF42,405,Ridgewood - Forest Hills
131444,UHF42,406,Fresh Meadows
131397,UHF42,407,Southwest Queens
131445,UHF42,407,Southwest Queens
131398,UHF42,408,Jamaica
131446,UHF42,408,Jamaica
131399,UHF42,409,Southeast Queens
131447,UHF42,409,Southeast Queens
131400,UHF42,410,Rockaways
131448,UHF42,410,Rockaways
131401,UHF42,501,Port Richmond
131449,UHF42,501,Port Richmond
131402,UHF42,502,Stapleton - St. George
131450,UHF42,502,Stapleton - St. George
131403,UHF42,503,Willowbrook
131451,UHF42,503,Willowbrook
131404,UHF42,504,South Beach - Tottenville
131452,UHF42,504,South Beach - Tottenville
130974,Borough,1,Bronx
130975,Borough,2,Brooklyn
130976,Borough,3,Manhattan
130977,Borough,4,Queens
130978,Borough,5,Staten Island
131502,Borough,1,Bronx
131503,Borough,2,Brooklyn
131504,Borough,3,Manhattan
131505,Borough,4,Queens
131506,Borough,5,Staten Island
130973,Citywide,1,New York City
131501,Citywide,1,New York City
130931,UHF42,101,Kingsbridge - Riverdale
130932,UHF42,102,Northeast Bronx
130933,UHF42,103,Fordham - Bronx Pk
130934,UHF42,104,Pelham - Throgs Neck
130935,UHF42,105,Crotona -Tremont
130936,UHF42,106,High Bridge - Morrisania
130937,UHF42,107,Hunts Point - Mott Haven
130359,UHF42,105,Crotona -Tremont
130938,UHF42,201,Greenpoint
130939,UHF42,202,Downtown - Heights - Slope
130940,UHF42,203,Bedford Stuyvesant - Crown Heights
130941,UHF42,204,East New York
130942,UHF42,205,Sunset Park
130943,UHF42,206,Borough Park
130944,UHF42,207,East Flatbush - Flatbush
130945,UHF42,208,Canarsie - Flatlands
130946,UHF42,209,Bensonhurst - Bay Ridge
130947,UHF42,210,Coney Island - Sheepshead Bay
130948,UHF42,211,Williamsburg - Bushwick
130949,UHF42,301,Washington Heights
130950,UHF42,302,Central Harlem - Morningside Heights
130951,UHF42,303,East Harlem
130952,UHF42,304,Upper West Side
130953,UHF42,305,Upper East Side
130954,UHF42,306,Chelsea - Clinton
130955,UHF42,307,Gramercy Park - Murray Hill
130956,UHF42,308,Greenwich Village - SoHo
130957,UHF42,309,Union Square - Lower East Side
130958,UHF42,310,Lower Manhattan
130959,UHF42,401,Long Island City - Astoria
130960,UHF42,402,West Queens
130961,UHF42,403,Flushing - Clearview
130962,UHF42,404,Bayside - Little Neck
130963,UHF42,405,Ridgewood - Forest Hills
130964,UHF42,406,Fresh Meadows
130965,UHF42,407,Southwest Queens
130966,UHF42,408,Jamaica
130967,UHF42,409,Southeast Queens
130968,UHF42,410,Rockaways
130969,UHF42,501,Port Richmond
130970,UHF42,502,Stapleton - St. George
130971,UHF42,503,Willowbrook
130972,UHF42,504,South Beach - Tottenville
131459,UHF42,101,Kingsbridge - Riverdale
131460,UHF42,102,Northeast Bronx
131461,UHF42,103,Fordham - Bronx Pk
131462,UHF42,104,Pelham - Throgs Neck
131463,UHF42,105,Crotona -Tremont
131464,UHF42,106,High Bridge - Morrisania
131465,UHF42,107,Hunts Point - Mott Haven
131466,UHF42,201,Greenpoint
131467,UHF42,202,Downtown - Heights - Slope
131468,UHF42,203,Bedford Stuyvesant - Crown Heights
131469,UHF42,204,East New York
131470,UHF42,205,Sunset Park
131471,UHF42,206,Borough Park
131472,UHF42,207,East Flatbush - Flatbush
131473,UHF42,208,Canarsie - Flatlands
131474,UHF42,209,Bensonhurst - Bay Ridge
131475,UHF42,210,Coney Island - Sheepshead Bay
131476,UHF42,211,Williamsburg - Bushwick
130360,UHF42,106,High Bridge - Morrisania
131477,UHF42,301,Washington Heights
131478,UHF42,302,Central Harlem - Morningside Heights
131479,UHF42,303,East Harlem
131480,UHF42,304,Upper West Side
131481,UHF42,305,Upper East Side
131482,UHF42,306,Chelsea - Clinton
131483,UHF42,307,Gramercy Park - Murray Hill
131484,UHF42,308,Greenwich Village - SoHo
131485,UHF42,309,Union Square - Lower East Side
131486,UHF42,310,Lower Manhattan
131487,UHF42,401,Long Island City - Astoria
131488,UHF42,402,West Queens
131489,UHF42,403,Flushing - Clearview
131490,UHF42,404,Bayside - Little Neck
131491,UHF42,405,Ridgewood - Forest Hills
131492,UHF42,406,Fresh Meadows
131493,UHF42,407,Southwest Queens
131494,UHF42,408,Jamaica
131495,UHF42,409,Southeast Queens
131496,UHF42,410,Rockaways
131497,UHF42,501,Port Richmond
131498,UHF42,502,Stapleton - St. George
131499,UHF42,503,Willowbrook
131500,UHF42,504,South Beach - Tottenville
130782,Borough,1,Bronx
130783,Borough,2,Brooklyn
130784,Borough,3,Manhattan
130785,Borough,4,Queens
130786,Borough,5,Staten Island
131598,Borough,1,Bronx
131599,Borough,2,Brooklyn
131601,Borough,4,Queens
131602,Borough,5,Staten Island
130781,Citywide,1,New York City
131597,Citywide,1,New York City
130355,UHF42,101,Kingsbridge - Riverdale
130356,UHF42,102,Northeast Bronx
130357,UHF42,103,Fordham - Bronx Pk
130358,UHF42,104,Pelham - Throgs Neck
130361,UHF42,107,Hunts Point - Mott Haven
130362,UHF42,201,Greenpoint
130363,UHF42,202,Downtown - Heights - Slope
130364,UHF42,203,Bedford Stuyvesant - Crown Heights
130365,UHF42,204,East New York
130366,UHF42,205,Sunset Park
130367,UHF42,206,Borough Park
130368,UHF42,207,East Flatbush - Flatbush
130369,UHF42,208,Canarsie - Flatlands
130370,UHF42,209,Bensonhurst - Bay Ridge
130371,UHF42,210,Coney Island - Sheepshead Bay
130372,UHF42,211,Williamsburg - Bushwick
130373,UHF42,301,Washington Heights
130374,UHF42,302,Central Harlem - Morningside Heights
130375,UHF42,303,East Harlem
130376,UHF42,304,Upper West Side
130377,UHF42,305,Upper East Side
130378,UHF42,306,Chelsea - Clinton
130379,UHF42,307,Gramercy Park - Murray Hill
130380,UHF42,308,Greenwich Village - SoHo
130381,UHF42,309,Union Square - Lower East Side
130382,UHF42,310,Lower Manhattan
130383,UHF42,401,Long Island City - Astoria
130384,UHF42,402,West Queens
130385,UHF42,403,Flushing - Clearview
130386,UHF42,404,Bayside - Little Neck
130387,UHF42,405,Ridgewood - Forest Hills
130388,UHF42,406,Fresh Meadows
130389,UHF42,407,Southwest Queens
130390,UHF42,408,Jamaica
130391,UHF42,409,Southeast Queens
130392,UHF42,410,Rockaways
130393,UHF42,501,Port Richmond
130394,UHF42,502,Stapleton - St. George
130395,UHF42,503,Willowbrook
130396,UHF42,504,South Beach - Tottenville
131555,UHF42,101,Kingsbridge - Riverdale
131556,UHF42,102,Northeast Bronx
131557,UHF42,103,Fordham - Bronx Pk
131558,UHF42,104,Pelham - Throgs Neck
131559,UHF42,105,Crotona -Tremont
131560,UHF42,106,High Bridge - Morrisania
131561,UHF42,107,Hunts Point - Mott Haven
131562,UHF42,201,Greenpoint
131563,UHF42,202,Downtown - Heights - Slope
131564,UHF42,203,Bedford Stuyvesant - Crown Heights
131565,UHF42,204,East New York
131566,UHF42,205,Sunset Park
131567,UHF42,206,Borough Park
131568,UHF42,207,East Flatbush - Flatbush
131569,UHF42,208,Canarsie - Flatlands
131570,UHF42,209,Bensonhurst - Bay Ridge
131571,UHF42,210,Coney Island - Sheepshead Bay
131572,UHF42,211,Williamsburg - Bushwick
131573,UHF42,301,Washington Heights
131574,UHF42,302,Central Harlem - Morningside Heights
131575,UHF42,303,East Harlem
131576,UHF42,304,Upper West Side
131577,UHF42,305,Upper East Side
131578,UHF42,306,Chelsea - Clinton
131579,UHF42,307,Gramercy Park - Murray Hill
131580,UHF42,308,Greenwich Village - SoHo
131581,UHF42,309,Union Square - Lower East Side
131582,UHF42,310,Lower Manhattan
131583,UHF42,401,Long Island City - Astoria
131584,UHF42,402,West Queens
131585,UHF42,403,Flushing - Clearview
131586,UHF42,404,Bayside - Little Neck
131587,UHF42,405,Ridgewood - Forest Hills
131588,UHF42,406,Fresh Meadows
131589,UHF42,407,Southwest Queens
131590,UHF42,408,Jamaica
131591,UHF42,409,Southeast Queens
131592,UHF42,410,Rockaways
131593,UHF42,501,Port Richmond
131594,UHF42,502,Stapleton - St. George
131595,UHF42,503,Willowbrook
131596,UHF42,504,South Beach - Tottenville
130926,Borough,1,Bronx
130927,Borough,2,Brooklyn
130928,Borough,3,Manhattan
130929,Borough,4,Queens
130930,Borough,5,Staten Island
131550,Borough,1,Bronx
131551,Borough,2,Brooklyn
131552,Borough,3,Manhattan
131553,Borough,4,Queens
131554,Borough,5,Staten Island
130925,Citywide,1,New York City
131549,Citywide,1,New York City
130883,UHF42,101,Kingsbridge - Riverdale
130884,UHF42,102,Northeast Bronx
130885,UHF42,103,Fordham - Bronx Pk
130886,UHF42,104,Pelham - Throgs Neck
130887,UHF42,105,Crotona -Tremont
130888,UHF42,106,High Bridge - Morrisania
130889,UHF42,107,Hunts Point - Mott Haven
130890,UHF42,201,Greenpoint
130891,UHF42,202,Downtown - Heights - Slope
130892,UHF42,203,Bedford Stuyvesant - Crown Heights
130893,UHF42,204,East New York
130894,UHF42,205,Sunset Park
130895,UHF42,206,Borough Park
130896,UHF42,207,East Flatbush - Flatbush
151668,Borough,3,Manhattan
130897,UHF42,208,Canarsie - Flatlands
130898,UHF42,209,Bensonhurst - Bay Ridge
130899,UHF42,210,Coney Island - Sheepshead Bay
130900,UHF42,211,Williamsburg - Bushwick
130901,UHF42,301,Washington Heights
130902,UHF42,302,Central Harlem - Morningside Heights
130903,UHF42,303,East Harlem
130904,UHF42,304,Upper West Side
130905,UHF42,305,Upper East Side
130906,UHF42,306,Chelsea - Clinton
130907,UHF42,307,Gramercy Park - Murray Hill
130908,UHF42,308,Greenwich Village - SoHo
130909,UHF42,309,Union Square - Lower East Side
130910,UHF42,310,Lower Manhattan
130911,UHF42,401,Long Island City - Astoria
130912,UHF42,402,West Queens
130913,UHF42,403,Flushing - Clearview
130914,UHF42,404,Bayside - Little Neck
130915,UHF42,405,Ridgewood - Forest Hills
130916,UHF42,406,Fresh Meadows
130917,UHF42,407,Southwest Queens
130918,UHF42,408,Jamaica
130919,UHF42,409,Southeast Queens
130920,UHF42,410,Rockaways
130921,UHF42,501,Port Richmond
130922,UHF42,502,Stapleton - St. George
130923,UHF42,503,Willowbrook
130924,UHF42,504,South Beach - Tottenville
131507,UHF42,101,Kingsbridge - Riverdale
131508,UHF42,102,Northeast Bronx
131509,UHF42,103,Fordham - Bronx Pk
131510,UHF42,104,Pelham - Throgs Neck
131511,UHF42,105,Crotona -Tremont
131512,UHF42,106,High Bridge - Morrisania
131513,UHF42,107,Hunts Point - Mott Haven
131514,UHF42,201,Greenpoint
131515,UHF42,202,Downtown - Heights - Slope
131516,UHF42,203,Bedford Stuyvesant - Crown Heights
131517,UHF42,204,East New York
131518,UHF42,205,Sunset Park
131519,UHF42,206,Borough Park
131520,UHF42,207,East Flatbush - Flatbush
131521,UHF42,208,Canarsie - Flatlands
131522,UHF42,209,Bensonhurst - Bay Ridge
131523,UHF42,210,Coney Island - Sheepshead Bay
131524,UHF42,211,Williamsburg - Bushwick
131525,UHF42,301,Washington Heights
131526,UHF42,302,Central Harlem - Morningside Heights
131527,UHF42,303,East Harlem
131528,UHF42,304,Upper West Side
131529,UHF42,305,Upper East Side
131530,UHF42,306,Chelsea - Clinton
131531,UHF42,307,Gramercy Park - Murray Hill
131532,UHF42,308,Greenwich Village - SoHo
131533,UHF42,309,Union Square - Lower East Side
131534,UHF42,310,Lower Manhattan
131535,UHF42,401,Long Island City - Astoria
131536,UHF42,402,West Queens
131537,UHF42,403,Flushing - Clearview
131538,UHF42,404,Bayside - Little Neck
131539,UHF42,405,Ridgewood - Forest Hills
131540,UHF42,406,Fresh Meadows
131541,UHF42,407,Southwest Queens
131542,UHF42,408,Jamaica
131543,UHF42,409,Southeast Queens
131544,UHF42,410,Rockaways
131545,UHF42,501,Port Richmond
131546,UHF42,502,Stapleton - St. George
131547,UHF42,503,Willowbrook
131548,UHF42,504,South Beach - Tottenville
151666,Borough,1,Bronx
151667,Borough,2,Brooklyn
151669,Borough,4,Queens
151670,Borough,5,Staten Island
154560,CD,101,Battery Park City
154561,CD,102,Greenwich Village
154562,CD,103,Lower East Side
154563,CD,104,Chelsea
154564,CD,105,Midtown Business District
154565,CD,106,Stuyvesant Town
154566,CD,107,West Side
154567,CD,108,Upper East Side
154568,CD,109,Manhattanville
154569,CD,110,Central Harlem
154570,CD,111,East Harlem
154571,CD,112,Washington Heights
154572,CD,201,Melrose
154573,CD,202,Hunts Point
154574,CD,203,Morrisania
154575,CD,204,Highbridge
154576,CD,205,University Hts.
154577,CD,206,East Tremont
154578,CD,207,Bedford Park
154579,CD,208,Riverdale
154580,CD,209,Soundview
154581,CD,210,Throgs Nk.
154582,CD,211,Pelham Parkway
154583,CD,212,Wakefield
154584,CD,301,Williamsburg
154585,CD,302,Brooklyn Heights
154586,CD,303,Bedford Stuyvesant
154587,CD,304,Bushwick
154588,CD,305,East New York
154589,CD,306,Park Slope
154590,CD,307,Sunset Park
154591,CD,308,Crown Heights North
154592,CD,309,Crown Heights South
154593,CD,310,Bay Ridge
154594,CD,311,Bensonhurst
154595,CD,312,Borough Park
154596,CD,313,Coney Island
154597,CD,314,Flatbush
154598,CD,315,Sheepshead Bay
154599,CD,316,Brownsville
154600,CD,317,East Flatbush
154601,CD,318,Canarsie
154602,CD,401,Astoria
154603,CD,402,Sunnyside
154604,CD,403,Jackson Heights
154605,CD,404,Elmhurst
154606,CD,405,Ridgewood
154607,CD,406,Forest Hills
154608,CD,407,Flushing Bay Terrace
154609,CD,408,Fresh Meadows
154610,CD,409,Woodhaven
154611,CD,410,Ozone Park
154612,CD,411,Bayside
154613,CD,412,Jamaica
154614,CD,413,Queens Village
154615,CD,414,The Rockaways
154616,CD,501,Stapleton
154617,CD,502,New Springville
154618,CD,503,Tottenville
151665,Citywide,1,New York City
151623,UHF42,101,Kingsbridge - Riverdale
151624,UHF42,102,Northeast Bronx
151625,UHF42,103,Fordham - Bronx Pk
151626,UHF42,104,Pelham - Throgs Neck
151627,UHF42,105,Crotona -Tremont
151628,UHF42,106,High Bridge - Morrisania
151629,UHF42,107,Hunts Point - Mott Haven
151630,UHF42,201,Greenpoint
151631,UHF42,202,Downtown - Heights - Slope
151632,UHF42,203,Bedford Stuyvesant - Crown Heights
151633,UHF42,204,East New York
151634,UHF42,205,Sunset Park
151635,UHF42,206,Borough Park
151636,UHF42,207,East Flatbush - Flatbush
151637,UHF42,208,Canarsie - Flatlands
151638,UHF42,209,Bensonhurst - Bay Ridge
151639,UHF42,210,Coney Island - Sheepshead Bay
151640,UHF42,211,Williamsburg - Bushwick
151641,UHF42,301,Washington Heights
151642,UHF42,302,Central Harlem - Morningside Heights
151643,UHF42,303,East Harlem
151644,UHF42,304,Upper West Side
151645,UHF42,305,Upper East Side
151646,UHF42,306,Chelsea - Clinton
151647,UHF42,307,Gramercy Park - Murray Hill
151648,UHF42,308,Greenwich Village - SoHo
151649,UHF42,309,Union Square - Lower East Side
151650,UHF42,310,Lower Manhattan
151651,UHF42,401,Long Island City - Astoria
151652,UHF42,402,West Queens
151653,UHF42,403,Flushing - Clearview
151654,UHF42,404,Bayside - Little Neck
151655,UHF42,405,Ridgewood - Forest Hills
151656,UHF42,406,Fresh Meadows
151657,UHF42,407,Southwest Queens
151658,UHF42,408,Jamaica
151659,UHF42,409,Southeast Queens
151660,UHF42,410,Rockaways
151661,UHF42,501,Port Richmond
151662,UHF42,502,Stapleton - St. George
151663,UHF42,503,Willowbrook
151664,UHF42,504,South Beach - Tottenville
151714,Borough,1,Bronx
151715,Borough,2,Brooklyn
151716,Borough,3,Manhattan
151717,Borough,4,Queens
151718,Borough,5,Staten Island
154501,CD,101,Battery Park City
154502,CD,102,Greenwich Village
154503,CD,103,Lower East Side
154504,CD,104,Chelsea
154505,CD,105,Midtown Business District
154506,CD,106,Stuyvesant Town
154507,CD,107,West Side
154508,CD,108,Upper East Side
154509,CD,109,Manhattanville
154510,CD,110,Central Harlem
154511,CD,111,East Harlem
154512,CD,112,Washington Heights
154513,CD,201,Melrose
154514,CD,202,Hunts Point
154515,CD,203,Morrisania
154516,CD,204,Highbridge
154517,CD,205,University Hts.
154518,CD,206,East Tremont
154519,CD,207,Bedford Park
154520,CD,208,Riverdale
154521,CD,209,Soundview
154522,CD,210,Throgs Nk.
154523,CD,211,Pelham Parkway
154524,CD,212,Wakefield
154525,CD,301,Williamsburg
154526,CD,302,Brooklyn Heights
154527,CD,303,Bedford Stuyvesant
154528,CD,304,Bushwick
154529,CD,305,East New York
154530,CD,306,Park Slope
154531,CD,307,Sunset Park
154532,CD,308,Crown Heights North
154533,CD,309,Crown Heights South
154534,CD,310,Bay Ridge
154535,CD,311,Bensonhurst
154536,CD,312,Borough Park
154537,CD,313,Coney Island
154538,CD,314,Flatbush
154539,CD,315,Sheepshead Bay
154540,CD,316,Brownsville
154541,CD,317,East Flatbush
154542,CD,318,Canarsie
154543,CD,401,Astoria
154544,CD,402,Sunnyside
154545,CD,403,Jackson Heights
154546,CD,404,Elmhurst
154547,CD,405,Ridgewood
154548,CD,406,Forest Hills
154549,CD,407,Flushing Bay Terrace
154550,CD,408,Fresh Meadows
154551,CD,409,Woodhaven
154552,CD,410,Ozone Park
154553,CD,411,Bayside
154554,CD,412,Jamaica
154555,CD,413,Queens Village
154556,CD,414,The Rockaways
154557,CD,501,Stapleton
154558,CD,502,New Springville
154559,CD,503,Tottenville
151713,Citywide,1,New York City
151671,UHF42,101,Kingsbridge - Riverdale
151672,UHF42,102,Northeast Bronx
151673,UHF42,103,Fordham - Bronx Pk
151674,UHF42,104,Pelham - Throgs Neck
151675,UHF42,105,Crotona -Tremont
151676,UHF42,106,High Bridge - Morrisania
151677,UHF42,107,Hunts Point - Mott Haven
151678,UHF42,201,Greenpoint
151679,UHF42,202,Downtown - Heights - Slope
151680,UHF42,203,Bedford Stuyvesant - Crown Heights
151681,UHF42,204,East New York
151682,UHF42,205,Sunset Park
151683,UHF42,206,Borough Park
151684,UHF42,207,East Flatbush - Flatbush
151685,UHF42,208,Canarsie - Flatlands
151686,UHF42,209,Bensonhurst - Bay Ridge
151687,UHF42,210,Coney Island - Sheepshead Bay
151688,UHF42,211,Williamsburg - Bushwick
151689,UHF42,301,Washington Heights
151690,UHF42,302,Central Harlem - Morningside Heights
151691,UHF42,303,East Harlem
151692,UHF42,304,Upper West Side
151693,UHF42,305,Upper East Side
151694,UHF42,306,Chelsea - Clinton
151695,UHF42,307,Gramercy Park - Murray Hill
151696,UHF42,308,Greenwich Village - SoHo
151697,UHF42,309,Union Square - Lower East Side
151698,UHF42,310,Lower Manhattan
151699,UHF42,401,Long Island City - Astoria
151700,UHF42,402,West Queens
151701,UHF42,403,Flushing - Clearview
151702,UHF42,404,Bayside - Little Neck
151703,UHF42,405,Ridgewood - Forest Hills
151704,UHF42,406,Fresh Meadows
151705,UHF42,407,Southwest Queens
151706,UHF42,408,Jamaica
151707,UHF42,409,Southeast Queens
151708,UHF42,410,Rockaways
151709,UHF42,501,Port Richmond
151710,UHF42,502,Stapleton - St. George
151711,UHF42,503,Willowbrook
151712,UHF42,504,South Beach - Tottenville
151762,Borough,1,Bronx
151763,Borough,2,Brooklyn
151764,Borough,3,Manhattan
151765,Borough,4,Queens
151766,Borough,5,Staten Island
154442,CD,101,Battery Park City
154443,CD,102,Greenwich Village
154444,CD,103,Lower East Side
154445,CD,104,Chelsea
154446,CD,105,Midtown Business District
154447,CD,106,Stuyvesant Town
154448,CD,107,West Side
154449,CD,108,Upper East Side
154450,CD,109,Manhattanville
154451,CD,110,Central Harlem
154452,CD,111,East Harlem
154453,CD,112,Washington Heights
154454,CD,201,Melrose
154455,CD,202,Hunts Point
154456,CD,203,Morrisania
154457,CD,204,Highbridge
154458,CD,205,University Hts.
154459,CD,206,East Tremont
154460,CD,207,Bedford Park
154461,CD,208,Riverdale
154462,CD,209,Soundview
154463,CD,210,Throgs Nk.
154464,CD,211,Pelham Parkway
154465,CD,212,Wakefield
154466,CD,301,Williamsburg
154467,CD,302,Brooklyn Heights
154468,CD,303,Bedford Stuyvesant
154469,CD,304,Bushwick
154470,CD,305,East New York
154471,CD,306,Park Slope
154472,CD,307,Sunset Park
154473,CD,308,Crown Heights North
154474,CD,309,Crown Heights South
154475,CD,310,Bay Ridge
154476,CD,311,Bensonhurst
154477,CD,312,Borough Park
154478,CD,313,Coney Island
154479,CD,314,Flatbush
154480,CD,315,Sheepshead Bay
154481,CD,316,Brownsville
154482,CD,317,East Flatbush
154483,CD,318,Canarsie
154484,CD,401,Astoria
154485,CD,402,Sunnyside
154486,CD,403,Jackson Heights
154487,CD,404,Elmhurst
154488,CD,405,Ridgewood
154489,CD,406,Forest Hills
154490,CD,407,Flushing Bay Terrace
154491,CD,408,Fresh Meadows
154492,CD,409,Woodhaven
154493,CD,410,Ozone Park
154494,CD,411,Bayside
154495,CD,412,Jamaica
154496,CD,413,Queens Village
154497,CD,414,The Rockaways
154498,CD,501,Stapleton
154499,CD,502,New Springville
154500,CD,503,Tottenville
151761,Citywide,1,New York City
151719,UHF42,101,Kingsbridge - Riverdale
151720,UHF42,102,Northeast Bronx
151721,UHF42,103,Fordham - Bronx Pk
151722,UHF42,104,Pelham - Throgs Neck
151723,UHF42,105,Crotona -Tremont
151724,UHF42,106,High Bridge - Morrisania
151725,UHF42,107,Hunts Point - Mott Haven
151726,UHF42,201,Greenpoint
151727,UHF42,202,Downtown - Heights - Slope
151728,UHF42,203,Bedford Stuyvesant - Crown Heights
151729,UHF42,204,East New York
151730,UHF42,205,Sunset Park
151731,UHF42,206,Borough Park
151732,UHF42,207,East Flatbush - Flatbush
151733,UHF42,208,Canarsie - Flatlands
151734,UHF42,209,Bensonhurst - Bay Ridge
151735,UHF42,210,Coney Island - Sheepshead Bay
151736,UHF42,211,Williamsburg - Bushwick
151737,UHF42,301,Washington Heights
151738,UHF42,302,Central Harlem - Morningside Heights
151739,UHF42,303,East Harlem
151740,UHF42,304,Upper West Side
151741,UHF42,305,Upper East Side
151742,UHF42,306,Chelsea - Clinton
151743,UHF42,307,Gramercy Park - Murray Hill
151744,UHF42,308,Greenwich Village - SoHo
151745,UHF42,309,Union Square - Lower East Side
151746,UHF42,310,Lower Manhattan
151747,UHF42,401,Long Island City - Astoria
151748,UHF42,402,West Queens
151749,UHF42,403,Flushing - Clearview
151750,UHF42,404,Bayside - Little Neck
151751,UHF42,405,Ridgewood - Forest Hills
151752,UHF42,406,Fresh Meadows
151753,UHF42,407,Southwest Queens
151754,UHF42,408,Jamaica
151755,UHF42,409,Southeast Queens
151756,UHF42,410,Rockaways
151757,UHF42,501,Port Richmond
151758,UHF42,502,Stapleton - St. George
151759,UHF42,503,Willowbrook
151760,UHF42,504,South Beach - Tottenville
